chromosome	BrdU_start	BrdU_end	readID	read_start	read_end	strand	sample
chr3	160199140	160201397	0484364c-a62b-471d-8c74-d12859da94fc	160199134	160223936	rev	UWB_Cisp0
chr3	160295569	160300150	fef4a000-d836-4a1f-a141-0187fe1af06b	160287635	160300155	rev	UWB_Cisp0
chr3	161533812	161536546	8ba4a8ea-b705-425e-83e2-e5caf721a85f	161524960	161539352	fwd	UWB_Cisp0
chr3	164676402	164680733	cfa6e28c-27b7-4b9b-9d1d-fe45a0dbac08	164676396	164696203	rev	UWB_Cisp0
chr3	165375710	165380610	c946c2d7-30d1-416d-93d7-0516732cb107	165375699	165393287	rev	UWB_Cisp0
chr3	165388586	165393275	c946c2d7-30d1-416d-93d7-0516732cb107	165375699	165393287	rev	UWB_Cisp0
chr3	166840810	166850941	3d7cf3c3-636b-447e-a88e-e3ce44402b5e	166840806	166853823	fwd	UWB_Cisp0
chr3	167628951	167630662	bf6c03e8-6b77-4798-957c-da469e4ae69f	167624782	167630668	rev	UWB_Cisp0
chr3	168267166	168273825	15983a19-017e-41e4-af3f-c624cf2a637b	168261834	168273830	rev	UWB_Cisp0
chr3	168635788	168637910	d8f9abaf-cacd-458e-966e-3914ec6242d5	168635779	168648781	fwd	UWB_Cisp0
chr3	168707085	168715123	4a54cdf5-fbb9-4736-b6d9-92b105fc9d11	168699667	168715130	fwd	UWB_Cisp0
chr3	169741625	169746674	4063051d-91b2-42fd-9a8d-7437b7d71956	169733394	169758469	fwd	UWB_Cisp0
chr3	174998834	175002100	7619b991-a6d8-45b5-ab85-3979e17288ee	174998830	175019092	fwd	UWB_Cisp0
chr3	175666000	175670571	4cc102e1-a116-4609-bb52-d490d93e6c76	175665992	175689472	fwd	UWB_Cisp0
chr3	176045073	176046837	a21df91d-df9d-48a7-8cab-c5b238984760	176035173	176046842	rev	UWB_Cisp0
chr3	176915989	176917536	bf66e12e-566d-43e4-85a2-3f413a1f77ca	176913611	176923188	rev	UWB_Cisp0
chr3	177664222	177670597	9dea5528-9341-44c1-a9cf-189f386f1a54	177660979	177674587	rev	UWB_Cisp0
chr3	178768828	178772502	cbec0b5e-67f1-40c0-a5b1-be9018722a3d	178765787	178784284	fwd	UWB_Cisp0
chr3	178962044	178964910	badfda65-a82a-472b-8dda-a7f5553cfb50	178957061	178969490	fwd	UWB_Cisp0
chr3	179257730	179265015	dd321114-a861-418c-b3e7-1b1467d2e24c	179255495	179273252	rev	UWB_Cisp0
chr3	180004380	180007550	850975e3-b01d-419f-b5aa-4594085ad7b7	179999654	180007554	rev	UWB_Cisp0
chr3	180040586	180041960	f3f6bf61-7a87-4eb4-a9cf-56831985c74d	180032157	180041966	rev	UWB_Cisp0
chr3	180376751	180381424	7f277a95-19f3-4f10-b6b5-be60b947a9e8	180366238	180381429	fwd	UWB_Cisp0
chr3	181885272	181890036	3330c194-80df-43c2-9d18-270ebd8443b9	181877524	181890040	rev	UWB_Cisp0
chr3	181884989	181889723	76596cb7-86df-4a21-8ab3-37e0e0b255d3	181884985	181894262	fwd	UWB_Cisp0
chr3	181891355	181894256	76596cb7-86df-4a21-8ab3-37e0e0b255d3	181884985	181894262	fwd	UWB_Cisp0
chr3	182531871	182534844	0acc3889-04ca-4dba-a146-46e3f326247b	182507229	182534927	fwd	UWB_Cisp0
chr3	182982534	182987791	0a10d724-6a01-4065-a890-45b82dceb200	182977284	182987797	fwd	UWB_Cisp0
chr3	183218763	183224262	8b90d4a7-aed5-4a55-a466-0b4e3160b41f	183218749	183232806	rev	UWB_Cisp0
chr3	183515894	183518939	44c40c90-2797-4635-a743-9cc80dd965cf	183502882	183522236	rev	UWB_Cisp0
chr3	183664267	183665692	fd3b7b87-4944-49cb-b512-53efb8d0b5dd	183660786	183676651	fwd	UWB_Cisp0
chr3	187439274	187441385	cfafdce4-460d-4087-981f-c1c308a9d0cc	187436237	187446828	fwd	UWB_Cisp0
chr3	188435226	188436946	114a7772-ab58-4b26-adc7-ffc1e765f4bc	188435214	188451121	rev	UWB_Cisp0
chr3	189708078	189712639	6e8d1ab8-8be1-4d66-93f7-5b02aea6d10b	189708072	189722583	rev	UWB_Cisp0
chr3	189963525	189966878	4917e341-83ce-43b0-b32a-90a01d996bc0	189963519	189970625	fwd	UWB_Cisp0
chr3	190752692	190756950	540ba8c5-e27c-498d-814d-652dd730516f	190749831	190761663	fwd	UWB_Cisp0
chr3	192083657	192086149	a28a416b-7918-46ed-9943-7c99164e9024	192072454	192088803	rev	UWB_Cisp0
chr3	192597843	192599403	c0e37976-8856-4ea5-933f-9a9c192c4fb0	192592905	192602954	fwd	UWB_Cisp0
chr3	193608113	193613891	5cb03e42-506d-45c4-a378-cd4d75d6485d	193601866	193617471	fwd	UWB_Cisp0
chr3	195459895	195463861	dec7d45b-ef9e-479e-97dc-0a3e47eae2e7	195456894	195484476	rev	UWB_Cisp0
chr4	261913	266043	4d60eb09-d0dc-4800-81f3-4f6d4df6e853	261908	268303	rev	UWB_Cisp0
chr4	923972	930469	7e370ee5-bf99-4e15-8dc9-f963a5da9524	923965	931987	fwd	UWB_Cisp0
chr4	1101602	1106248	b5c3b73b-471b-45fc-a25e-b0e12f0a6eb7	1093878	1106871	fwd	UWB_Cisp0
chr4	2862447	2872041	e65dd7a9-f3ff-4957-a2a8-07136c8f4387	2859464	2872178	fwd	UWB_Cisp0
chr4	2965583	2967554	dbc69d67-6e44-4fe5-9cbf-c0bc9dfb6dda	2954228	2967563	fwd	UWB_Cisp0
chr4	3133004	3148392	573108bb-902b-4da6-b1ef-d212ccdeed8d	3131167	3149592	fwd	UWB_Cisp0
chr4	3900789	3905606	68b2846b-6e33-4ef1-8697-542afb507432	3897244	3908009	rev	UWB_Cisp0
chr4	4570265	4575939	04192f21-0ffc-4a93-9f9c-8a3fbce23801	4565911	4575944	fwd	UWB_Cisp0
chr4	4599823	4602951	249bba20-ec61-449c-b561-89130235e73c	4593631	4602957	fwd	UWB_Cisp0
chr4	6664036	6666903	7f6abafc-4513-4608-a34b-35efc385c032	6661263	6675524	fwd	UWB_Cisp0
chr4	8363604	8364957	b6198559-c5c9-4a0a-8e26-544077a2a66a	8363598	8372313	rev	UWB_Cisp0
chr4	16309091	16311141	8f58465f-8a81-48c4-bf04-240167da5edf	16306392	16320547	fwd	UWB_Cisp0
chr4	17122083	17123557	f23c09a8-25c9-42d8-9a82-fe4613732385	17115861	17141656	fwd	UWB_Cisp0
chr4	20199504	20203938	b9f8326b-c90a-4114-8359-1c06ad332323	20199258	20206311	rev	UWB_Cisp0
chr4	20478031	20480670	e670e3ad-3adb-4e7f-ba75-f64b26eea7cc	20478024	20485796	fwd	UWB_Cisp0
chr4	21235148	21238974	4f71d025-7817-4a8d-878e-0e1d76b4894f	21229475	21240617	fwd	UWB_Cisp0
chr4	22500010	22501787	84db6110-ce69-44c3-b8c6-223afed6cc50	22500003	22507153	fwd	UWB_Cisp0
chr4	22995625	23001355	bfa1207e-df18-44a1-9a10-69f3b0f9c17a	22984207	23002864	fwd	UWB_Cisp0
chr4	23290972	23293250	8d064e3a-dd2e-464b-805b-1b8ceb4bd7fd	23284667	23293259	rev	UWB_Cisp0
chr4	24415286	24422479	18f4e316-4a72-46f1-88a0-a9d047cc69e8	24411709	24423931	rev	UWB_Cisp0
chr4	24499323	24502413	9574f12e-cd00-4b59-94f5-079c6cdb6854	24487332	24504489	rev	UWB_Cisp0
chr4	25612069	25616519	fa98d21e-2ccb-40f4-b505-74b2aad6358d	25608359	25616523	rev	UWB_Cisp0
chr4	29393323	29400515	e4b1233f-367f-4491-8e78-2122f44b8319	29389252	29401117	fwd	UWB_Cisp0
chr4	29851280	29852481	5c47bad2-f9bb-43f3-9933-f3d32958c5ed	29841651	29861766	rev	UWB_Cisp0
chr4	30773678	30775839	49cbc7ee-8098-418a-b576-18bf3fcd6b71	30768360	30775845	fwd	UWB_Cisp0
chr4	36217080	36218306	b893cf59-67f0-4d1f-8b8a-c8f950354ba1	36217074	36229601	fwd	UWB_Cisp0
chr4	37749813	37753243	722b8719-f571-4868-8e56-ac154aed85dd	37749805	37762051	fwd	UWB_Cisp0
chr4	37879520	37882529	89423576-c8ae-4d56-880a-c83828f99e98	37879513	37890963	fwd	UWB_Cisp0
chr4	37887874	37890958	89423576-c8ae-4d56-880a-c83828f99e98	37879513	37890963	fwd	UWB_Cisp0
chr4	38608845	38610913	e1b43c1c-6d13-4462-8496-35a3c8161aec	38599254	38611142	fwd	UWB_Cisp0
chr4	40274700	40279226	747a06e0-ceff-4124-9c03-528053fad4ee	40274169	40292121	rev	UWB_Cisp0
chr4	42069846	42072201	7a4fbc9f-8bf5-450c-9bb5-1e1fc8727e88	42058995	42073000	rev	UWB_Cisp0
chr4	43578791	43586573	30e30bf2-44c1-4cb0-aaf9-990f5c4c28c4	43573255	43589917	rev	UWB_Cisp0
chr4	43659245	43665407	1aaa429f-ccc9-49d4-9934-6dec64dc02c9	43659240	43668135	rev	UWB_Cisp0
chr4	48093836	48097590	bfc42eb9-d488-4b38-bf26-06527f144f5c	48093820	48102972	rev	UWB_Cisp0
chr4	49098029	49108228	d107c06a-98f8-46b0-a8d9-f8650e3c0680	49098025	49113321	fwd	UWB_Cisp0
chr4	49644452	49645622	57fd7dcf-0be1-4abd-ba97-fa4c92f9eea3	49642172	49652274	fwd	UWB_Cisp0
chr4	49650131	49651725	fca85211-b597-4aaa-a230-de31c415ad02	49646673	49658098	fwd	UWB_Cisp0
chr4	52235085	52237318	e3d50fed-7864-4707-90a5-6254089c9ae0	52224241	52237323	rev	UWB_Cisp0
chr4	54126135	54127319	3bf3c3e3-c318-44c7-838b-44fb0a290933	54123697	54131938	fwd	UWB_Cisp0
chr4	56246805	56250040	2291dec6-446a-490d-b672-757ec7eab4cd	56240497	56250467	rev	UWB_Cisp0
chr4	59849371	59851014	9f989394-d781-4788-828b-49abbf4e232d	59849366	59855541	rev	UWB_Cisp0
chr4	65439697	65442572	f805d13f-cf03-433c-ac43-345011635e62	65437765	65445097	fwd	UWB_Cisp0
chr4	67825627	67830200	f17f290a-ceab-467a-abdf-00eb507f36c5	67815215	67830206	fwd	UWB_Cisp0
chr4	68999003	69009302	53f452b0-dd63-4c1f-a069-6f422055d01b	68998996	69013171	rev	UWB_Cisp0
chr4	70022453	70024080	2c1ad6d8-dec5-4f17-98fa-b0aa66408f58	70020222	70035271	fwd	UWB_Cisp0
chr4	72824453	72828525	d75b5efb-dd7c-4378-b668-3aad12c5f1a9	72817152	72828530	rev	UWB_Cisp0
chr4	80334987	80338185	d8eb2b14-5d63-4f62-bf4f-a596459a4e9f	80327130	80338196	rev	UWB_Cisp0
chr4	82405071	82406962	ebd148fe-d61e-42ba-a62a-1744356a0d0e	82403756	82422540	fwd	UWB_Cisp0
chr4	83725383	83728420	c83b95e2-5a9f-4ec7-9ea8-27635dbdb2ed	83723921	83737765	fwd	UWB_Cisp0
chr4	84492776	84496944	4d81d9d6-636e-4e3c-b658-ed61ac50b380	84492767	84504641	fwd	UWB_Cisp0
chr4	86431351	86436356	695c299c-e091-45bf-ab10-8158808dedbe	86421753	86439446	rev	UWB_Cisp0
chr4	87807489	87809416	3b7b0f08-701a-4bf0-b822-647d386d3672	87807482	87819938	fwd	UWB_Cisp0
chr4	97208863	97211012	fb50f27e-25ba-4165-9803-b341ec27d66a	97206483	97211496	rev	UWB_Cisp0
chr4	97384263	97387956	e8dac508-9be0-4b2f-85ee-bf2c3c74ee7a	97378050	97387963	fwd	UWB_Cisp0
chr4	99353046	99354461	879f5af8-d816-4616-97ba-ded6bcd57985	99339670	99363555	rev	UWB_Cisp0
chr4	105708510	105713508	6d19f353-7455-4287-aaa1-aa17659cf380	105693186	105713513	fwd	UWB_Cisp0
chr4	109399750	109408490	fdcd93cd-8c10-40ac-be24-fb689bb812d7	109397787	109420699	rev	UWB_Cisp0
chr4	109416999	109420690	fdcd93cd-8c10-40ac-be24-fb689bb812d7	109397787	109420699	rev	UWB_Cisp0
chr4	113926066	113937446	36c97776-e619-490b-9363-c51f37bdc666	113925917	113940814	rev	UWB_Cisp0
chr4	114147931	114151896	626715a5-8349-49f2-b3a5-4e1f40c0be7a	114145233	114154605	rev	UWB_Cisp0
chr4	116426022	116431618	0e09249d-c739-4d27-ba26-687e4958757e	116420510	116434574	rev	UWB_Cisp0
chr4	119377371	119382236	5954e8ad-c7f0-49f4-a8b3-7f0a3bb93f52	119377364	119387522	rev	UWB_Cisp0
chr4	119513725	119516249	9154eda4-0cc8-4fd1-a838-f3ee7caaa146	119505051	119516255	rev	UWB_Cisp0
chr4	120509985	120513750	7b97ea8f-a51f-49a8-a8d6-ca5c5bfc158f	120509976	120523408	rev	UWB_Cisp0
chr4	121329359	121332340	552b6395-f138-4f53-9f08-4ab322d34201	121325416	121343937	rev	UWB_Cisp0
chr4	122744930	122746805	39b9cc70-699a-4f9a-851c-9fc4379a131d	122736787	122746829	fwd	UWB_Cisp0
chr4	124871205	124895923	35867971-d9e0-4755-b455-ebd0634892b3	124871197	124897858	rev	UWB_Cisp0
chr4	128319956	128322267	de7486e6-6e21-4718-acf3-9f3e922b364f	128304632	128322524	fwd	UWB_Cisp0
chr4	130908368	130917336	ffa36b3c-7d37-4bdb-8479-3919818afb2a	130903766	130917342	fwd	UWB_Cisp0
chr4	134488383	134490077	c62639c9-ca33-44f2-9594-0c36342691a7	134488211	134497113	fwd	UWB_Cisp0
chr4	139140983	139148437	ef8a20ce-50c5-4306-a39f-63c50375696f	139127538	139165720	rev	UWB_Cisp0
chr4	139741932	139748381	849e3450-8969-4915-9f6e-7d66a8f6b940	139738212	139752529	rev	UWB_Cisp0
chr4	143995528	144000298	6d3e2333-42f3-4228-b570-e2f4c0c9aeb7	143993933	144003288	rev	UWB_Cisp0
chr4	147590148	147594151	90cabf43-1147-45fd-9e4a-ad60844cb529	147587546	147612593	rev	UWB_Cisp0
chr4	158831948	158835499	0621fc57-88cf-41e9-b8c6-1dd26a5f23a1	158828648	158839996	fwd	UWB_Cisp0
chr4	161843056	161847112	1b52bfdb-9fcd-45ea-b3a4-f14149883879	161842097	161869694	fwd	UWB_Cisp0
chr4	163453760	163455203	f291ae0f-b1de-4f6a-910f-2466b7c27753	163442771	163461124	fwd	UWB_Cisp0
chr4	164805458	164810832	d623d1ae-5842-4369-85a2-f82ca81681b1	164805452	164817296	rev	UWB_Cisp0
chr4	166591150	166593341	4cd366bc-441a-466b-8402-be609cab59b2	166582948	166593352	rev	UWB_Cisp0
chr4	171925006	171932390	2568cde3-43c6-42f6-8170-bb9b9f036dd8	171925001	171951178	fwd	UWB_Cisp0
chr4	174294193	174299122	3e2a3174-f621-4a3c-811b-51492dd53960	174293404	174304642	fwd	UWB_Cisp0
chr4	178184327	178201850	2e0c221b-a44a-48cb-a068-6c3b32661c86	178150480	178211724	rev	UWB_Cisp0
chr4	179344758	179347332	b2387be1-ae81-4f36-954b-c9c9e8355df1	179343296	179352427	rev	UWB_Cisp0
chr4	179570513	179573973	257fde22-01ea-4630-9d0b-948eb1dca3b4	179570508	179581458	rev	UWB_Cisp0
chr4	179579219	179581453	257fde22-01ea-4630-9d0b-948eb1dca3b4	179570508	179581458	rev	UWB_Cisp0
chr4	182655664	182660358	534f4b3c-3a8f-4000-a43d-ddcfe7fd24de	182655107	182666948	rev	UWB_Cisp0
chr4	184109627	184114237	3f7130e8-251f-4a37-ae0d-dbfcaeefc7c5	184099631	184123642	rev	UWB_Cisp0
chr4	184985717	184986970	cb9da4be-f10e-4221-90da-0cf8ec8f2177	184985202	185014032	rev	UWB_Cisp0
chr4	185795560	185801287	4b149f22-0afb-489f-b58b-97c94be58f9e	185795555	185808163	fwd	UWB_Cisp0
chr4	185932004	185935754	27614380-5a23-42ba-8e6e-e3b27a109cd4	185922014	185948271	fwd	UWB_Cisp0
chr4	187829459	187839052	798f3139-0b50-4795-87d5-cb56aa3fae54	187828942	187842939	fwd	UWB_Cisp0
chr5	1561239	1563185	3ede427c-b357-478b-bd90-aa3b75b76aa7	1540580	1566326	fwd	UWB_Cisp0
chr5	2027666	2034532	5ac92fb4-4a49-4afe-8ca7-e78c94670750	2022177	2036498	rev	UWB_Cisp0
chr5	2973524	2978564	1d631712-01fa-4063-8274-68b697671e78	2973519	2996080	fwd	UWB_Cisp0
chr5	5159064	5160406	db746a90-ec5c-42b7-8054-fbd667a3a557	5159059	5165738	fwd	UWB_Cisp0
chr5	5162799	5165728	db746a90-ec5c-42b7-8054-fbd667a3a557	5159059	5165738	fwd	UWB_Cisp0
chr5	7401331	7404787	3d2d6df9-7298-49c9-afaf-7f99c602cd2a	7386295	7404792	fwd	UWB_Cisp0
chr5	8406562	8413419	fbc284f6-dacb-4068-9e4f-9fad5a941320	8401934	8424930	rev	UWB_Cisp0
chr5	9344065	9348574	bf08e346-3374-48f8-9118-0a9d161d32c6	9344059	9354075	fwd	UWB_Cisp0
chr5	9475030	9482590	9fdc347d-07a9-4995-8551-a18909406c6b	9470844	9482640	fwd	UWB_Cisp0
chr5	11694566	11698481	82b4e768-862f-415a-9acc-992b813c27f8	11691054	11699166	fwd	UWB_Cisp0
chr5	13573682	13574928	dc55519c-d5c8-4b4b-a404-c909bc9cb22a	13573677	13583915	rev	UWB_Cisp0
chr5	17433229	17440488	a2d75382-f12a-4ab9-b612-a1af7a625423	17426390	17440547	fwd	UWB_Cisp0
chr5	21048248	21053719	48fe261c-9f13-4e49-8d38-23aedc2635e0	21040093	21053733	rev	UWB_Cisp0
chr5	21676595	21681442	c88c64c9-2dc3-4d82-9bff-72f6c299e9bd	21676583	21685019	rev	UWB_Cisp0
chr5	23083447	23088574	32b81a85-65ae-4274-a58f-329bd3a018bc	23077369	23089374	rev	UWB_Cisp0
chr5	23391677	23394479	6babc3c7-0aac-46c3-82cb-936eb0c69ac4	23385850	23395815	fwd	UWB_Cisp0
chr5	24960779	24964598	d4ebd3f5-f20f-4125-ae36-8f64a0ae894b	24960771	24970387	fwd	UWB_Cisp0
chr5	27462037	27467475	982a83ca-8336-4a13-bc60-62aa44a23098	27461260	27472447	fwd	UWB_Cisp0
chr5	28254896	28258974	8734bbc0-81e6-4d37-9206-7624a2b12aeb	28254816	28262944	rev	UWB_Cisp0
chr5	30002243	30003790	20200fe8-e9c4-4b87-b7e5-0b0522989081	29994407	30006725	fwd	UWB_Cisp0
chr5	31649070	31655767	399117cd-ca9c-481e-98d8-b9c8082a8c1a	31648140	31666596	fwd	UWB_Cisp0
chr5	32868243	32871994	0bfa1282-93c2-4491-abb2-cd1135c5701f	32862529	32875930	rev	UWB_Cisp0
chr5	33203632	33208511	a8e85ac1-09eb-4b21-b264-2a11bead0306	33203627	33216471	fwd	UWB_Cisp0
chr5	33332108	33335243	f762097d-31f5-4dc7-ade4-c0c7dbc38336	33332104	33339020	fwd	UWB_Cisp0
chr5	33497415	33499005	545a1413-0f94-4dc9-b93a-d6e88dc2ff41	33497406	33521258	fwd	UWB_Cisp0
chr5	34078721	34080964	10aa8550-8458-49f9-afb6-15a26f1aca20	34078711	34090842	rev	UWB_Cisp0
chr5	36491984	36493758	756ef70d-60f8-41fb-bb48-055ab4ad60a4	36491977	36514379	rev	UWB_Cisp0
chr5	38045946	38047044	6541cb19-5be3-4c19-b65f-4ad2f5583570	38034315	38047048	rev	UWB_Cisp0
chr5	38651920	38655851	ab3f9dee-2d3a-4711-9f74-9f2c8562fda4	38651916	38675408	fwd	UWB_Cisp0
chr5	40172575	40178616	38d6adb4-c0c2-431d-b30a-43822ae92492	40172569	40187832	rev	UWB_Cisp0
chr5	40826416	40834702	c182a6dc-c325-4299-9ff3-55305185102e	40817989	40837817	rev	UWB_Cisp0
chr5	42001625	42002923	dab4c4fd-e3f4-450f-be2b-c4031e41041e	42001618	42015903	rev	UWB_Cisp0
chr5	43508693	43509876	d824e846-5320-41bb-8244-73fd229cae02	43496965	43511589	fwd	UWB_Cisp0
chr5	43686648	43691852	e11657e6-0473-446e-abf2-cd733773db06	43683111	43698546	rev	UWB_Cisp0
chr5	44140360	44143497	4967b443-42e6-45b4-98ee-1b3806cb7509	44134376	44143501	rev	UWB_Cisp0
chr5	44568946	44570283	74e421a8-7c21-4497-b0e2-d9d7faeed846	44560575	44570293	fwd	UWB_Cisp0
chr5	44766584	44770704	a1b8db74-97a4-472f-a153-e4d636ca6d18	44760717	44770714	rev	UWB_Cisp0
chr5	45541510	45542628	84b5ede9-b968-43f6-b25a-a4250f9d77d5	45538028	45553644	rev	UWB_Cisp0
chr5	45802704	45807364	cd2d832f-d0c9-4293-a398-5419acaf9630	45799024	45808243	rev	UWB_Cisp0
chr5	49656281	49657792	b75c9ab1-058b-4841-8ebf-80de189f128e	49656261	49661871	fwd	UWB_Cisp0
chr5	49657987	49659701	4d3cdf72-f618-4a84-b327-e17076266c4f	49656261	49661679	fwd	UWB_Cisp0
chr5	54388164	54389579	76f6a01c-eea3-49f0-a62f-784f84b94e78	54388160	54401055	fwd	UWB_Cisp0
chr5	55455879	55465271	457fc0eb-0301-482f-ba2c-a473fdec077b	55451487	55471018	fwd	UWB_Cisp0
chr5	56133530	56154263	f4c43f90-127f-472c-85c4-70a6cf62874b	56131475	56154300	rev	UWB_Cisp0
chr5	57419187	57422499	3dd6d528-67ac-40c3-95b2-213e29a7c3a4	57410861	57431413	fwd	UWB_Cisp0
chr5	57444403	57446452	b1eb8ea8-56d8-4a4b-89ee-8942a484d5f5	57437354	57446456	rev	UWB_Cisp0
chr5	62880162	62883275	24697b4e-2cea-451b-b9f9-4f3f1dee515b	62879938	62891618	rev	UWB_Cisp0
chr5	62905993	62911014	b6565b15-5b49-4da2-a322-d8c4929146b0	62896411	62916996	rev	UWB_Cisp0
chr5	63677486	63679722	c734b249-4ccf-4ba6-a4cc-da33696fce7e	63666215	63686787	fwd	UWB_Cisp0
chr5	63762425	63766666	e88e0df6-e335-4dc2-a48e-34f78acff50b	63762411	63775448	rev	UWB_Cisp0
chr5	66304813	66310819	c096c19f-459f-4b08-b532-4835356b0632	66302043	66311337	fwd	UWB_Cisp0
chr5	66568585	66570370	73976fcd-8978-4a7c-8ff4-3cbac6f34eae	66555747	66570376	fwd	UWB_Cisp0
chr5	72677591	72679707	fc8a878c-1441-4d3e-a3ce-08ba8a619f62	72676680	72683456	rev	UWB_Cisp0
chr5	74837533	74840555	f0c86dee-4680-46c4-bc46-457b970d26f9	74827594	74841282	rev	UWB_Cisp0
chr5	77012581	77019838	8b1d6192-2a68-4253-ad77-9a798c0861a8	77012572	77021734	rev	UWB_Cisp0
chr5	78133962	78144989	abc0977c-e70f-4059-b53e-cf6181b8bb70	78128541	78145000	fwd	UWB_Cisp0
chr5	79604588	79606598	57d82b06-de79-4ffc-9e3a-864bffd9fc8c	79590615	79606602	rev	UWB_Cisp0
chr5	80315301	80321903	60861d17-ed3f-4477-8a0a-9a11413733b8	80314211	80330817	fwd	UWB_Cisp0
chr5	82912239	82915475	db7f9e81-b0e5-4ed1-a870-f0a96a576090	82908170	82917847	fwd	UWB_Cisp0
chr5	84646155	84648066	0c43b0c3-94fb-424a-8aef-8486b9c63fd1	84641712	84669544	fwd	UWB_Cisp0
chr5	86054598	86075855	21acd486-80b0-489d-b838-842988f1e112	86047771	86075859	rev	UWB_Cisp0
chr5	92589002	92595616	d4e7ebf3-04cf-4037-8bf1-d60c42b7faae	92588929	92604658	rev	UWB_Cisp0
chr5	94463070	94466570	8145eee3-a07d-4589-8282-990a65e76fe1	94459960	94482823	fwd	UWB_Cisp0
chr5	97480410	97483070	64894101-914b-4ea5-a572-3faa08e160f4	97470126	97492511	fwd	UWB_Cisp0
chr5	97510237	97513073	3d02a276-7e70-489b-81e6-0c34a1633a21	97499255	97514330	fwd	UWB_Cisp0
chr5	99622255	99627468	2c7eaad5-c2ca-42a8-9fd7-78a274117f27	99617667	99627814	fwd	UWB_Cisp0
chr5	101443436	101449780	6de0647a-2610-4ebd-9ad9-0c7bfbc41a1f	101439801	101449785	rev	UWB_Cisp0
chr5	102835902	102840223	4c50a1f6-5f35-45d6-a353-246ec67dd7d1	102835894	102845341	rev	UWB_Cisp0
chr5	105096905	105098339	8d911fe8-229a-44c6-86be-38fa30b453c5	105092172	105098347	fwd	UWB_Cisp0
chr5	107722396	107725317	a7ad0eab-347f-49e4-a71e-2c657698918c	107716042	107725321	rev	UWB_Cisp0
chr5	108005572	108008112	4d5a82f4-2fd3-4c26-9dd7-8091149912c4	108001504	108025011	fwd	UWB_Cisp0
chr5	110455729	110458902	3ff68f4e-0275-416a-80ac-b291e465ada4	110446894	110458909	rev	UWB_Cisp0
chr5	111879851	111881024	666fa387-6408-404f-bad9-3c05e4dd79e7	111879807	111886854	fwd	UWB_Cisp0
chr5	119910788	119912074	87fbb287-482b-4be9-988d-b23d6a26b680	119899643	119912079	fwd	UWB_Cisp0
chr5	124420223	124422332	5eb946da-ccbe-447f-aab5-fa8987d68a9b	124420209	124430638	fwd	UWB_Cisp0
chr5	127996134	127997733	0e3d56aa-45dd-4740-9308-46e5ae1cc9c7	127984607	127997739	rev	UWB_Cisp0
chr5	137868730	137869899	8cbe7451-e494-4c5c-ae6b-8030bb6cc10a	137856316	137869907	fwd	UWB_Cisp0
chr5	139052948	139055061	ffdf0192-c04c-48e6-92ca-9c9d9adce087	139050704	139060552	fwd	UWB_Cisp0
chr5	141662563	141666617	e024c294-0a45-4d44-a29b-67408da5b451	141658259	141672600	fwd	UWB_Cisp0
chr5	143036430	143040258	d8fc72ad-eec2-48c9-9425-80adfb457db6	143031187	143046961	rev	UWB_Cisp0
chr5	144701326	144703186	5e74a250-eb24-4235-a1b6-87a273db0f00	144695029	144703190	rev	UWB_Cisp0
chr5	144964665	144968909	86fd0ae0-d488-48b7-84c4-ee45b7c04030	144959123	144968925	fwd	UWB_Cisp0
chr5	145391259	145397223	6b4172e6-6425-4f54-901c-3bda13a6aa5e	145391254	145405290	fwd	UWB_Cisp0
chr5	148751745	148755036	2ee8cbee-461a-4461-a847-d33046334ef8	148751377	148778198	fwd	UWB_Cisp0
chr5	148825022	148826079	1e4771f5-f3c6-4695-8f5c-d4489675b62c	148825015	148834222	fwd	UWB_Cisp0
chr5	149298319	149305640	ac4bb7a8-f7e0-47ac-9f68-f05dc56f480a	149298313	149310890	rev	UWB_Cisp0
chr5	151804385	151807944	cc833c78-00b9-44fe-9795-031f01e43aeb	151797037	151810537	rev	UWB_Cisp0
chr5	152946079	152954342	9d01f12a-7451-49b5-8fdf-0a581475fbf4	152946065	152956808	fwd	UWB_Cisp0
chr5	153305150	153307115	aedd9e48-f977-47bc-876f-c3161a6fbfea	153305146	153316298	fwd	UWB_Cisp0
chr5	153603357	153604766	43768f4f-0e81-4822-a309-d9cefb3105f7	153601431	153610893	rev	UWB_Cisp0
chr5	154668982	154671672	247ac5cf-6ae8-4422-96ba-7c38b4a26adc	154668978	154683949	fwd	UWB_Cisp0
chr5	156491562	156495957	4c1cec81-704f-40d2-9965-c578af07634a	156489709	156497988	fwd	UWB_Cisp0
chr5	158263362	158273276	329e2802-0e3d-40de-aa31-560921b2fe50	158254186	158273705	fwd	UWB_Cisp0
chr5	161073252	161074493	26769cf5-37c7-4430-a9fa-ad43962050e7	161068295	161074498	fwd	UWB_Cisp0
chr5	161150908	161160356	4750599b-1a6b-4329-9438-a10060bc27b6	161141032	161160897	fwd	UWB_Cisp0
chr5	161897113	161899305	7ab1cf4c-632b-47d7-8a29-d5726320c32f	161897106	161907899	rev	UWB_Cisp0
chr5	161905759	161907894	7ab1cf4c-632b-47d7-8a29-d5726320c32f	161897106	161907899	rev	UWB_Cisp0
chr5	162116030	162121905	b8a0ffdc-8f9b-4dab-900c-15d5824c7ee8	162115247	162130744	rev	UWB_Cisp0
